iteration,newton_mean,newton_std,gradient_mean,gradient_std,trust-constr_mean,trust-constr_std
0,0.0,0.0,0.0,0.0,0.00030365996233427337,0.000842085690842447
1,0.6480641033269225,0.19836876524883348,0.6443858013345083,0.2064659470523069,0.6070530127449645,0.19328180782172485
2,0.7303682199491653,0.17602894701815588,0.7250519649749804,0.1882698087300171,0.6478760126639979,0.1707078181390608
3,0.7594862538522017,0.1593122564750405,0.7504493069167576,0.17118748422429403,0.7163316424651194,0.15056646781407787
4,0.7730693047044371,0.15476363834301884,0.7646720103720196,0.16461655727821575,0.7440815806812761,0.1456551346694847
5,0.7804756647917354,0.15360357666056487,0.7732062804895975,0.15988737651656398,0.7588906450872652,0.14660981889258098
6,0.786013122711812,0.1497959285105441,0.7769425248225525,0.15787256723861556,0.7659417866880535,0.14618504590592737
7,0.7879859844299978,0.14929807873036066,0.780196596948457,0.1566095430085278,0.7706518014967021,0.14553405896818877
8,0.789413911512792,0.14921566012723853,0.7820678960904501,0.15606946806500616,0.7744127334417925,0.1445340745092283
9,0.7901341315844504,0.1491599115118978,0.7837407111706706,0.1550293920933861,0.7776040253851757,0.14388046048495748
10,0.7909732452519198,0.14912634254621432,0.7851452125864441,0.1544284059114522,0.7799013477490184,0.14374963408372005
11,0.7912282497587452,0.14914281016917347,0.7863928943826042,0.15367764871682615,0.7818062386250676,0.14395864539964612
12,0.7914602338140293,0.14915516063527004,0.7872771692107828,0.15351709560991553,0.7836961776338208,0.1444139846803843
13,0.7916262936008611,0.1491596540205972,0.7880322145632499,0.15307046544750788,0.785606712989191,0.14519334960258873
14,0.7917867391175052,0.14917587195984422,0.7886210765192015,0.15277123758792488,0.7876003840438577,0.1462416832429385
15,0.7918858935135872,0.14918507702777714,0.7890972259296476,0.15262013999489044,0.7888139562174818,0.146902138270563
16,0.792075244555288,0.1492109349801102,0.7893831426495309,0.1525612750277575,0.7896764220174152,0.14737502990120854
