time,newton_mean,newton_std,newton2_mean,newton2_std,gradient_mean,gradient_std,scipy_mean,scipy_std,trust-constr_mean,trust-constr_std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7355294795028153e-05,6.0892970900448755e-05,0.0,0.0
0.01858661881643324,0.027263907374212457,0.03742647211860753,0.0595927115825307,0.0645385550371486,0.09408999381814502,0.11759673451503225,-1.7355294795028153e-05,6.0892970900448755e-05,0.0,0.0
0.03717323763286648,0.16567568392477564,0.10418407835719586,0.22132815422046687,0.114971858363442,0.34284660407732376,0.2446304117865173,-1.7355294795028153e-05,6.0892970900448755e-05,0.041190262583893716,0.06257209311689776
0.05575985644929972,0.3274148582804239,0.1656732536742335,0.364758961511874,0.1503544884484803,0.4839605921306313,0.2420180074906732,0.008628066556749824,0.019101798429925293,0.15273793885376297,0.15253714239182742
0.07434647526573296,0.46247956883012037,0.2043427931190478,0.46448924822776566,0.16039703370309927,0.5691121232366215,0.24523836670635338,0.07277303499826483,0.08293347478115444,0.26335099698989123,0.17568712907711045
0.0929330940821662,0.5379989363179617,0.21084987652717113,0.5360580303562482,0.16776251380873286,0.6084605957300506,0.24040607573112383,0.1687966769376304,0.14542722987702217,0.36639217776260125,0.18956826085714393
0.11151971289859944,0.5947453117403438,0.21760088995875002,0.5807050774373712,0.17567532260174298,0.6331146538962392,0.23646641816071434,0.281442353420974,0.19954594367396103,0.4620468249501098,0.19944595066962986
0.13010633171503266,0.6256633490294216,0.21905219239694176,0.6114515728443344,0.18536623004930167,0.651745988740795,0.2344860624511458,0.37837430678749756,0.23297436807560998,0.5275420706186219,0.20640449614702278
0.14869295053146592,0.6461169716446762,0.218558535627309,0.6341543800366505,0.19248236799905002,0.6642999334771561,0.23301873870154513,0.4372883002618856,0.23246271126748166,0.5737283491930427,0.20827321264079582
0.16727956934789917,0.6607232053896688,0.21925010271253265,0.6506253279291165,0.19755176393991686,0.672911367905959,0.23120069929586326,0.4843094478251125,0.22828188572755265,0.6054905959997867,0.20747761329583447
0.1858661881643324,0.6712609060499812,0.2196937733966934,0.6610405133745872,0.2019600319570284,0.6788656732438393,0.23023243623171782,0.5269316492552448,0.2283081374553788,0.6323325802269255,0.2090203810461901
0.20445280698076562,0.6784772583708907,0.21914837546350777,0.6699529920880132,0.20509443328071095,0.6826311700612837,0.2291805441261163,0.5563226635735469,0.22886385340257262,0.6504596142219409,0.21020995155741493
0.22303942579719888,0.6842845007860301,0.2187341786651212,0.6764010558159778,0.20690295775980228,0.6855499522009159,0.22887912654703563,0.576412559442468,0.22494912899887987,0.6631152629917021,0.21121911642888014
0.24162604461363213,0.6888655835831566,0.21880068277850967,0.6817937893503137,0.20843469760290864,0.6876889708685904,0.2285218489700086,0.5960735888074323,0.22183835235816854,0.6721420710980612,0.21169630784992677
0.2602126634300653,0.6922053999013348,0.21914607424331825,0.6859384753284613,0.21013903640829146,0.6890003069714855,0.22816461686513045,0.6145629708476208,0.21838043784804484,0.677892989812399,0.21190302107246917
0.2787992822464986,0.6946850999619791,0.21959082214791809,0.6884754441093318,0.21190646197741822,0.690354340334863,0.22772331068653354,0.6283231116800905,0.21613726943880446,0.682128608449937,0.21206713373669375
0.29738590106293183,0.6957664481987795,0.21976309644978578,0.6901339618675102,0.21305298436630943,0.6913340843871117,0.2273873632076363,0.6390305430297509,0.21497772094029438,0.6849622199065039,0.2123387015963645
