iteration,newton_mean,newton_std,gradient_mean,gradient_std,trust-constr_mean,trust-constr_std
20,0.6569471635804125,0.2322632644491091,0.6543378351036341,0.23810897897929068,0.6567032920225196,0.2320619681171363
21,0.6569471635804125,0.2322632644491091,0.654341515021676,0.2381190483538675,0.6567378172052821,0.2320963801249691
22,0.6569471635804125,0.2322632644491091,0.6543481745063052,0.23810854100952292,0.6567690129006926,0.23212829256666215
23,0.6569471635804125,0.2322632644491091,0.6566686938954799,0.2325864554501768,0.6567907983954931,0.23215378811618637
24,0.6569471635804125,0.2322632644491091,0.6567709376959507,0.23236867620350274,0.6568133299129929,0.2321738425700292
25,0.6569471635804125,0.2322632644491091,0.6567863325305461,0.23233760701067627,0.6568305446573762,0.2321942761327345
26,0.6569471635804125,0.2322632644491091,0.6567932808829144,0.23232517360459104,0.6568442428770551,0.2322109542626462
27,0.6569471635804125,0.2322632644491091,0.6567964842356132,0.2323198272744061,0.6568571545030655,0.23222498263168104
28,0.6569471635804125,0.2322632644491091,0.6567986294615034,0.23231678069300732,0.6568702338690386,0.2322347119313818
29,0.6569471635804125,0.2322632644491091,0.6567995308460397,0.23231590349312056,0.6568779262129074,0.2322421201372089
30,0.6569471635804125,0.2322632644491091,0.6568003442556664,0.23231546450609047,0.6568779262129074,0.2322421201372089
31,0.6569471635804125,0.2322632644491091,0.6568006704452841,0.23231558375947903,0.6568779262129074,0.2322421201372089
32,0.6569471635804125,0.2322632644491091,0.6568010465027174,0.2323158860135862,0.6568779262129074,0.2322421201372089
33,0.6569471635804125,0.2322632644491091,0.6568012603688542,0.23231605792045487,0.6568779262129074,0.2322421201372089
34,0.6569471635804125,0.2322632644491091,0.6568015832462278,0.23231631746923725,0.6568779262129074,0.2322421201372089
35,0.6569471635804125,0.2322632644491091,0.6568017460606583,0.2323164483577658,0.6568779262129074,0.2322421201372089
36,0.6569471635804125,0.2322632644491091,0.6568020263118624,0.23231667366808692,0.6568779262129074,0.2322421201372089
37,0.6569471635804125,0.2322632644491091,0.6568021479700648,0.23231677148131422,0.6568779262129074,0.2322421201372089
38,0.6569471635804125,0.2322632644491091,0.6568023937742192,0.23231696911732003,0.6568779262129074,0.2322421201372089
39,0.6569471635804125,0.2322632644491091,0.6568024820035353,0.23231704006015486,0.6568779262129074,0.2322421201372089
40,0.6569471635804125,0.2322632644491091,0.6568026997755703,0.23231721517176215,0.6568779262129074,0.2322421201372089
41,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
42,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
43,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
44,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
45,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
46,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
47,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
48,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
49,0.6569471635804125,0.2322632644491091,0.6568027606770446,0.23231726414471535,0.6568779262129074,0.2322421201372089
