iteration,newton_mean,newton_std,gradient_mean,gradient_std,trust-constr_mean,trust-constr_std
0,0.0,0.0,0.0,0.0,0.00013740146349253422,0.00046987325668368173
1,0.5278941018728583,0.14595494064269582,0.5278941018728583,0.14595494064269582,0.5129564151847051,0.15147992601279314
2,0.6309377348471928,0.14286887165878095,0.6244181996026762,0.14810049664642932,0.5603838872751327,0.1331930215041255
3,0.6630237061515354,0.1374423637658255,0.6541174375641831,0.14380480505126197,0.6253188587761949,0.12162974930009997
4,0.6773573924025814,0.13545258915094407,0.6674885488127458,0.13851566131869458,0.6515955460083088,0.12287867969909216
5,0.6820711499363824,0.13583989714125688,0.6747828736433129,0.13870126245417433,0.6624923063382961,0.12763174352675408
6,0.6851324524924598,0.1348892176768061,0.6789109715481808,0.13702806438930848,0.6676445524535148,0.12786586951962411
7,0.6875126648076255,0.13413916281048854,0.6817898743823386,0.136247169303212,0.6720240019699757,0.12734251432998978
8,0.6891193127657808,0.13366191303004002,0.6846594485779613,0.13469490760131503,0.6756868192453799,0.1267181397660272
9,0.6898192662432667,0.1333774056150551,0.6868314362708093,0.13409092399518388,0.6786396111672289,0.12683684143168278
10,0.6903356622818297,0.1331392049313782,0.6879369723079608,0.13349343356760462,0.6808415110368297,0.1273096070527611
11,0.6905237659231456,0.13304811828043117,0.6883300591084389,0.13336012533509548,0.6827895258971749,0.12781760087170382
12,0.6905868156658507,0.13301727955529122,0.6887461407397626,0.13329362752395213,0.684397779852313,0.12815219027865907
13,0.6906347519146862,0.1329817132709197,0.6890064075766524,0.13318554033170663,0.6854782155985294,0.12845761518445287
14,0.6906509611404856,0.13296960891705883,0.6892693259584307,0.13320877878095802,0.6865658699060877,0.1290384036346486
15,0.6906891475811122,0.13293990441785025,0.6895357276040005,0.1331222932452719,0.6876112299469287,0.12973190845663846
16,0.6907007340917183,0.1329310160792295,0.6896741325692524,0.13307571567417026,0.6883651712154933,0.13021984107333417
17,0.690736037841893,0.13290408346856683,0.6898549673417463,0.13300445908905228,0.6888652906965995,0.13040595079677328
18,0.6907451812234577,0.1328971812137112,0.6899652101320067,0.13297037344163093,0.6892053818823068,0.1304883795690749
19,0.6907784681337179,0.13287231062618002,0.6900559999254992,0.13294964629405226,0.6895295825376115,0.13060162848928136
20,0.6907858639470682,0.1328668396327597,0.6901531945865136,0.13291238789956866,0.6898888241565113,0.1307749841541834
21,0.6908176150030428,0.13284357871962388,0.6902287917181233,0.13288526845531856,0.6901802816319821,0.13093714198908057
22,0.6908236926466012,0.13283916815937288,0.6903093951823296,0.13288294619457006,0.6904379072115887,0.1311273426878733
23,0.6908542556040773,0.13281719290027244,0.6903797065925944,0.13286368812949598,0.6906328494105458,0.13129649892665385
24,0.6908593423133296,0.1328135685729226,0.6904169731076933,0.13286199920078756,0.6907832256659003,0.13142423799222688
25,0.6908889780481462,0.13279264072439534,0.6904723621623374,0.13283870692512964,0.6909028504267654,0.13150059297019337
26,0.6908933274260263,0.13278959632141807,0.6905005901488532,0.13283687857225346,0.6910057055660013,0.13155944134796466
27,0.6909222366709524,0.13276953657224178,0.6905477444434953,0.13281351007148162,0.6910981610021651,0.13162433372017174
28,0.6909260500059294,0.13276691334896476,0.6905661525121569,0.13280776015134668,0.6911678795277119,0.1316745946238238
29,0.6909543920858014,0.13274758318360932,0.6906086977296572,0.1327892940326513,0.6912305185333442,0.13172685705198425
30,0.6909578340708379,0.13274525564421416,0.6906299681622734,0.13278910148640374,0.6912305185333442,0.13172685705198425
31,0.6909857400418811,0.1327265450379002,0.6906658798251876,0.13276864867127217,0.6912305185333442,0.13172685705198425
32,0.6909889504451364,0.1327244107734146,0.6906836819687007,0.13276960104776117,0.6912305185333442,0.13172685705198425
33,0.6910165325197646,0.13270622969578874,0.6907202190632894,0.13275160390402346,0.6912305185333442,0.13172685705198425
34,0.6910196348940103,0.13270420214518733,0.6907315408515555,0.13274784772890952,0.6912305185333442,0.13172685705198425
35,0.6910469932276219,0.1326864746940666,0.6907665310289436,0.1327302341107964,0.6912305185333442,0.13172685705198425
36,0.6910501018111306,0.1326844777550906,0.6907771952685472,0.13272652157009746,0.6912305185333442,0.13172685705198425
37,0.6910773298882031,0.13266713782708983,0.6908112963303482,0.13270939945556143,0.6912305185333442,0.13172685705198425
38,0.6910805552011372,0.13266510180788688,0.6908216111576776,0.13270597712637142,0.6912305185333442,0.13172685705198425
39,0.6911077441147094,0.13264808995679245,0.6908548904383716,0.1326891333676866,0.6912305185333442,0.13172685705198425
40,0.6911111978339758,0.13264594838773108,0.6908648713929013,0.13268553497947075,0.6912305185333442,0.13172685705198425
41,0.6911384400329008,0.13262920940893994,0.6908975252631971,0.13266881885623244,0.6912305185333442,0.13172685705198425
42,0.6911422394978556,0.13262689644570494,0.690907337052509,0.13266508441293415,0.6912305185333442,0.13172685705198425
43,0.6911696322055861,0.13261037751923616,0.690939190046226,0.13264853569530527,0.6912305185333442,0.13172685705198425
44,0.6911739047773889,0.13260782579361025,0.6909490302906728,0.13264461816615075,0.6912305185333442,0.13172685705198425
45,0.6912015532616513,0.13259147506803667,0.6909804280965247,0.13262838685427775,0.6912305185333442,0.13172685705198425
46,0.6912064406333803,0.13258861395371574,0.6909905307522567,0.13262420081042509,0.6912305185333442,0.13172685705198425
47,0.6912344612523168,0.1325723796315528,0.6910219572736992,0.1326081342746563,0.6912305185333442,0.13172685705198425
