time,newton_mean,newton_std,newton2_mean,newton2_std,gradient_mean,gradient_std,scipy_mean,scipy_std,trust-constr_mean,trust-constr_std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9384791826882525e-05,0.00013722707329244285,0.0,0.0
0.2530464263417613,0.6118107654051573,0.2123979175201599,0.6269159549354495,0.19255075542134553,0.7747579500524938,0.1611085584862113,-4.9384791826882525e-05,0.00013722707329244285,0.2844964486712061,0.2007787833003673
0.5060928526835226,0.7720912808593055,0.15226861702236077,0.7815190212266746,0.14393679684067134,0.8175558861928458,0.13905630395477123,-4.9384791826882525e-05,0.00013722707329244285,0.5970126071074017,0.17631800798358804
0.7591392790252838,0.8103671935737983,0.13843755027061666,0.8137948800755638,0.13282586994098564,0.830675089394184,0.12866450884735323,0.0011923394363435326,0.00455718706723996,0.7077445947457298,0.15964537629341335
1.012185705367045,0.8224125156173023,0.1307768938859612,0.8252834381087113,0.12876171129924996,0.8359932895228319,0.12626789407781672,0.03860840914392718,0.07648908205010016,0.7662620638268794,0.14131711339691827
1.2652321317088064,0.8290874755751183,0.12769841339723406,0.8318227081792132,0.12624312320130845,0.8382373377870356,0.12536290678709755,0.10634198756213153,0.1566046691204649,0.7948239132749726,0.13095028168795755
1.5182785580505676,0.8344991718312305,0.12505706606924225,0.8352086351813557,0.12476948577537536,0.8395682650815637,0.12435721617990174,0.2099390995930697,0.2200086946932479,0.8115962048685392,0.12864867656774948
1.7713249843923289,0.8381322803199095,0.12339431750151306,0.8375599686095954,0.12373289164716028,0.8406196551469246,0.12406511113867127,0.31290215391915566,0.24165569247434093,0.821127579805243,0.13094690458732844
2.02437141073409,0.8402280067998714,0.12248750580757609,0.8396031582469451,0.12314687676401428,0.8412208432776097,0.1239081079486985,0.4051399461138254,0.2445590183970397,0.8266233875210725,0.12855478235863066
2.2774178370758515,0.8412669572195015,0.12212638030788277,0.8407423203289137,0.12286507850100914,0.8417916148817042,0.12368140890563684,0.4867288646192813,0.24478333502151528,0.83225312413584,0.12507630433364963
2.530464263417613,0.8420260857174909,0.12192932728083072,0.8414662756857322,0.12273566079497797,0.8423703265178609,0.1234033187427338,0.5514373922292499,0.2434709676662487,0.8381800405540958,0.12382669323647125
2.783510689759374,0.8425017678305713,0.12182660944530559,0.8419341973012215,0.12260829722929627,0.8427127712721344,0.12321672352057984,0.5958283194315943,0.2235154831953263,0.8407057687385757,0.12343570623333397
3.036557116101135,0.842803144639234,0.12185388372743268,0.842338606664063,0.12245372117823004,0.8429802359796432,0.12307034918965729,0.6305296339948915,0.20565224320070952,0.8423388623638824,0.12298813814297083
3.2896035424428964,0.8430383762106074,0.12186964756350957,0.8426558929874741,0.12229064407796826,0.8433261773157515,0.12293605230716351,0.652935622006254,0.19198220693725718,0.8442470306317543,0.12279397653165233
3.5426499687846578,0.8431972166725998,0.12188974952963948,0.8428901622881558,0.12215840197941177,0.8435277960033168,0.1228371644432809,0.6717077217328525,0.18162246605844543,0.8452220086093845,0.12233101553218678
3.795696395126419,0.8433367528426744,0.12192341403579218,0.8431520390363956,0.122024468867801,0.8436793200185889,0.12274497192420639,0.6888871655763319,0.1741083246853288,0.8454209229468138,0.12218720820546826
