iteration,newton_mean,newton_std,gradient_mean,gradient_std,scipy_mean,scipy_std,trust-constr_mean,trust-constr_std
0,0.0,0.0,0.0,0.0,0.0001722228730363265,0.0006185641913140241,0.0,0.0
1,0.516866405195637,0.1934791970152805,0.5010855174565255,0.21572126664036453,0.504406288723853,0.20289201901333556,0.42154290688185647,0.07906492417425667
2,0.614629764738407,0.17742348201592284,0.5852061338155568,0.2074420453681297,0.5606426296305126,0.17698993898465235,0.5503330751252811,0.12499654765030112
3,0.6493745928403432,0.1744777905792453,0.625194969475526,0.19360828918664014,0.6202540632244098,0.16902614979898678,0.6265747613064966,0.14831931037797053
4,0.6619620441372127,0.1738173652412431,0.65148671451371,0.1767344325116484,0.639132763394421,0.16879465590331771,0.6485725586735834,0.16323029333112674
5,0.665010182829317,0.17349047271974852,0.6596176477737242,0.17542619090058098,0.6483312445386684,0.17105346196347984,0.6575451133783621,0.1699694076550572
6,0.6660137711076812,0.17292691363620186,0.6622824392555694,0.17441126712723426,0.6528225826167777,0.17110931492858628,0.6625263282755424,0.17204978485729114
7,0.6668651783442602,0.17274640774776728,0.6636043880351091,0.17421500562912778,0.6561583395235716,0.17059477491062203,0.6648416011850808,0.17214667489603003
8,0.6671805520341089,0.1727246378759908,0.6646448213482442,0.17405754524362388,0.6586913727882052,0.17009958399725209,0.6661057784793162,0.17230072562614918
9,0.6673114208255251,0.1727550098198673,0.6653782143192554,0.17371629952898904,0.6603536928962707,0.17011914290160557,0.667104940370647,0.17266840951381102
10,0.6673612116627808,0.17276808959056775,0.6658214567585661,0.17344714659355062,0.6616443131067962,0.1700685513831045,0.6673080376921776,0.17276441578966142
11,0.6673630361494298,0.17276858221091218,0.6659636087314587,0.173389376055061,0.6627626455783875,0.17031229944718093,0.6673371783452114,0.17277752870911242
12,0.6673630448264559,0.1727685845560041,0.6661901335387868,0.17326417974481406,0.6637328086225596,0.17063146345812266,0.667339199171071,0.1727785449068718
13,0.6673630448264559,0.1727685845560041,0.666274807497399,0.17322590212854833,0.664495660758852,0.1710289889714315,0.6673397134542951,0.1727786887471622
14,0.6673630448264559,0.1727685845560041,0.6664634543141037,0.1732373792383541,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
15,0.6673630448264559,0.1727685845560041,0.6665547796000864,0.17320362268045153,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
16,0.6673630448264559,0.1727685845560041,0.6667261825853514,0.17307851923783876,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
17,0.6673630448264559,0.1727685845560041,0.6667873042808943,0.1730648644911579,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
18,0.6673630448264559,0.1727685845560041,0.6668577571540247,0.17306161430028036,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
19,0.6673630448264559,0.1727685845560041,0.6669046041713613,0.17304521946548948,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
20,0.6673630448264559,0.1727685845560041,0.6669148930164736,0.1730456753367243,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
21,0.6673630448264559,0.1727685845560041,0.6669418852116413,0.17302180005532405,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
22,0.6673630448264559,0.1727685845560041,0.6669568991837791,0.17301683541382032,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
23,0.6673630448264559,0.1727685845560041,0.6669728198942232,0.17300120078827946,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
24,0.6673630448264559,0.1727685845560041,0.6669782823671428,0.17299935949199435,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
25,0.6673630448264559,0.1727685845560041,0.6669813726264163,0.17299865413423876,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
26,0.6673630448264559,0.1727685845560041,0.6669841803343843,0.1729980739925655,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
27,0.6673630448264559,0.1727685845560041,0.6669864798247752,0.17299761807735023,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
28,0.6673630448264559,0.1727685845560041,0.6669885479079057,0.17299735814045636,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
29,0.6673630448264559,0.1727685845560041,0.6669903689680816,0.17299701574342838,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
30,0.6673630448264559,0.1727685845560041,0.6669919993857368,0.17299687112157103,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
31,0.6673630448264559,0.1727685845560041,0.6669934813961905,0.1729965694852639,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
32,0.6673630448264559,0.1727685845560041,0.6669947766635562,0.1729965021271054,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
33,0.6673630448264559,0.1727685845560041,0.6669959999161396,0.17299623594515362,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
34,0.6673630448264559,0.1727685845560041,0.6669969093555486,0.17299614156100626,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
35,0.6673630448264559,0.1727685845560041,0.6669980582573697,0.17299598488440518,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
36,0.6673630448264559,0.1727685845560041,0.6669987661409813,0.17299593202896638,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
37,0.6673630448264559,0.1727685845560041,0.666999654499016,0.17299587333767769,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
38,0.6673630448264559,0.1727685845560041,0.6670001521341767,0.17299587464526722,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
39,0.6673630448264559,0.1727685845560041,0.6670007981663286,0.17299572327007787,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
40,0.6673630448264559,0.1727685845560041,0.6670011909477612,0.172995734379676,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
41,0.6673630448264559,0.1727685845560041,0.6670016329152404,0.17299572055334042,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
42,0.6673630448264559,0.1727685845560041,0.667001910898781,0.1729957881335547,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
43,0.6673630448264559,0.1727685845560041,0.6670023115736134,0.1729957677023537,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
44,0.6673630448264559,0.1727685845560041,0.6670025025772606,0.17299575164336073,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
45,0.6673630448264559,0.1727685845560041,0.6670028642844004,0.17299572126045765,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
46,0.6673630448264559,0.1727685845560041,0.667003023812119,0.1729957078721227,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
47,0.6673630448264559,0.1727685845560041,0.6670033576440708,0.1729956798786582,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
48,0.6673630448264559,0.1727685845560041,0.6670034892707235,0.17299566884978612,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
49,0.6673630448264559,0.1727685845560041,0.6670037983697281,0.1729956429699646,0.6650912658726476,0.1713113564225561,0.6673397134542951,0.1727786887471622
